"_id","eudractNumber","e811_randomised","e814_double_blind","e112_therapeutic_area","e11_medical_conditions_being_investigated","adverseEvents.reportingGroups.reportingGroup.subjectsExposed","adverseEvents.nonSeriousAdverseEvents.nonSeriousAdverseEvent","adverseEvents.reportingGroups.reportingGroup.deathsAllCauses"
"2012-004492-38-BE","2012-004492-38",TRUE,FALSE,"Diseases C - Cancer C04","HER2+ Metastatic Breast Cancer","303 / 311",39,"216 / 240"
"2012-004902-82-BE","2012-004902-82",TRUE,FALSE,"Diseases C - Cancer C04","HER2-positive operable primary breast cancer.","912 / 926",1227,"55 / 45"
"2013-000123-13-BE","2013-000123-13",FALSE,FALSE,"Diseases C - Cancer C04","TO INVESTIGATE THE AT HOME ADMINISTRTATION  OF TRASTUZUMAB SUBCUTANEOUS VIAL FOR THE TREATMENT OF PATIENTS WITH HER2-POSITIVE EARLY BREAST CANCER.","101",62,"2"
"2013-000829-31-NL","2013-000829-31",FALSE,FALSE,"Diseases C - Cancer C04","HER2-positive early breast cancer","125",484,"2"
"2013-001161-16-IT","2013-001161-16",FALSE,FALSE,"Diseases C - Cancer C04","EARLY AND LOCALLY ADVANCED HER2-POSITIVE BREAST CANCER","95 / 20 / 92 / 21",28,"5 / 1 / 0 / 1"
"2013-001352-34-ES","2013-001352-34",TRUE,TRUE,"Diseases C - Cancer C04","Metastatic Breast Cancer","349 / 353",256,"52 / 60"
"2014-001458-40-BE","2014-001458-40",FALSE,FALSE,"Diseases C - Cancer C04","HER2POSITIVE METASTATIC OR LOCALLY RECURRENT ADVANCED BREAST CANCER","412",2791,"87"
"2015-000380-13-BE","2015-000380-13",TRUE,FALSE,"Diseases C - Cancer C04","Metastatic or Locally Advanced HER2-positive Breast Cancer","264 / 266 / 88",143,"204 / 202 / 62"
"2016-001432-35-BE","2016-001432-35",TRUE,TRUE,"Diseases C - Cancer C04","Triple-Negative Breast Cancer","13 / 10 / 281 / 562 / 12 / 11",456,"11 / 9 / 249 / 480 / 5 / 9"
"2016-002453-38-BE","2016-002453-38",TRUE,FALSE,"Diseases C - Cancer C04","Metastatic breast cancer with stable brain metastases","90 / 77",85,"60 / 57"
"2017-001994-18-BE","2017-001994-18",TRUE,FALSE,"Diseases C - Cancer C04","breast tumours","288 / 137",113,"181 / 94"
"2018-000221-31-BE","2018-000221-31",TRUE,FALSE,"Diseases C - Cancer C04","Unresectable/metastatic breast cancer with human epidermal growth factor receptor 2 HER2-positive expression","404 / 87 / 108",140,"143 / 40 / 46"
"2018-000222-61-BE","2018-000222-61",TRUE,FALSE,"Diseases C - Cancer C04","Unresectable/metastatic breast cancer with human epidermal growth factor receptor 2 HER2-positive expression","257 / 261",144,"72 / 97"
"2018-003069-33-BE","2018-003069-33",TRUE,FALSE,"Diseases C - Cancer C04","Unresectable and/or metastatic breast cancer that is human epidermal growth factor receptor 2 HER2-low","371 / 172",181,"149 / 90"
"2020-002818-41-DE","2020-002818-41",TRUE,TRUE,"Diseases C - Cancer C04","Locally advanced / metastatic breast cancer","47 / 49",4,"6 / 3"
"2021-000398-10-BE","2021-000398-10",TRUE,TRUE,"Diseases C - Cancer C04","Breast cancer",NA,NA,NA
"2005-002084-85-DK",NA,TRUE,FALSE,NA,"Patients with HER2 positive metastatic breast cancer and progression after previous treatment with trastuzumab",NA,NA,NA
"2011-005189-39-ES",NA,TRUE,FALSE,"Diseases C - Cancer C04","HER 2 - positive metastatic breast cancer",NA,NA,NA
"2014-002249-22-DE",NA,TRUE,FALSE,"Diseases C - Cancer C04","Patients with HER2-positive and hormone-receptor positive metastatic breast cancer",NA,NA,NA
"2019-002741-37-BE",NA,TRUE,TRUE,"Diseases C - Cancer C04","HER2-positive advanced breast cancer",NA,NA,NA
"2020-005048-46-BE",NA,FALSE,FALSE,"Diseases C - Cancer C04","Treatment of patients with HER2-positive breast cancer with or without brain metastasis",NA,NA,NA
