"_id","eudractNumber","e811_randomised","e814_double_blind","e112_therapeutic_area","e11_medical_conditions_being_investigated","adverseEvents.reportingGroups.reportingGroup.subjectsExposed","adverseEvents.nonSeriousAdverseEvents.nonSeriousAdverseEvent","adverseEvents.reportingGroups.reportingGroup.deathsAllCauses"
"2004-000488-83-ES","2004-000488-83",TRUE,FALSE,NA,"Chronic Hepatitis C, Genotype 1",NA,NA,NA
"2004-000506-52-BE","2004-000506-52",TRUE,TRUE,NA,"NIDDM non insulin dependent diabetes mellitus",NA,NA,NA
"2004-000514-38-IE","2004-000514-38",TRUE,FALSE,NA,"Type 2 Diabetes",NA,NA,NA
"2004-000539-27-ES","2004-000539-27",TRUE,TRUE,NA,"Type 2 Diabetes",NA,NA,NA
"2004-000540-24-ES","2004-000540-24",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2004-000542-20-ES","2004-000542-20",TRUE,TRUE,NA,"Type 2 Diabetes",NA,NA,NA
"2004-000551-42-ES","2004-000551-42",FALSE,FALSE,NA,"Neuropata diabtica distal dolorosa Painful distal diabetic neuropathy",NA,NA,NA
"2004-000558-22-ES","2004-000558-22",FALSE,FALSE,NA,"Chronic hepatitis C","107",796,"0"
"2004-000577-65-FI","2004-000577-65",TRUE,FALSE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2004-000616-70-BE","2004-000616-70",TRUE,FALSE,NA,"Type 1 diabetes mellitus",NA,NA,NA
"2004-000820-34-PT","2004-000820-34",TRUE,FALSE,NA,"Chronic Hepatitis C, Genotype 2 or 3",NA,NA,NA
"2004-000867-92-DE","2004-000867-92",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2004-000960-28-ES","2004-000960-28",FALSE,NA,NA,"Painful diabetic neuropathy",NA,NA,NA
"2004-001033-41-IT","2004-001033-41",TRUE,NA,NA,"Therapy of erectile disfunction to subjects with diabetes mellitus and erectile disfunction with a 2.5 mg or 5 mg daily dosing.",NA,NA,NA
"2004-001062-40-ES","2004-001062-40",TRUE,TRUE,NA,"Hypertension with diabetes mellitus",NA,NA,NA
"2004-001144-71-ES","2004-001144-71",TRUE,TRUE,"Diseases C - Cardiovascular Diseases C14","Patients diagnosed with type 2 diabetes and treated with a single or multiple oral antidiabetic agents",NA,NA,NA
"2004-001220-20-ES","2004-001220-20",FALSE,NA,NA,"Chronic Hepatitis C, Genotype 1",NA,NA,NA
"2004-001252-36-ES","2004-001252-36",TRUE,TRUE,NA,"ESSENTIAL HYPERTENSION",NA,NA,NA
"2004-001258-94-ES","2004-001258-94",TRUE,FALSE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2004-001287-49-ES","2004-001287-49",TRUE,FALSE,NA,"Diabetes mellitus type2",NA,NA,NA
"2004-001461-18-ES","2004-001461-18",TRUE,NA,NA,"Type 2 Diabetes",NA,NA,NA
"2004-001546-32-FI","2004-001546-32",TRUE,TRUE,NA,"Patients with type 2 diabetes",NA,NA,NA
"2004-001810-16-BE","2004-001810-16",TRUE,FALSE,"Diseases C - Cancer C04","Gastrointestinal stromal tumors GIST are mesenchymal neoplasms usually arising from the gastrointestinal wall.  Pathologically,they present with spindle cells in most cases. Immunohistochemically, GIST cells are almost always positive for CD117.CD117 corresponds to the KIT receptor, a tyrosine kinase receptor which is altered in GIST due to a mutation to the c-kit oncogene.  This event is held to be critical for GIST pathogenesis.","454 / 454",1,"83 / 75"
"2004-001959-11-ES","2004-001959-11",TRUE,TRUE,NA,"Coronary artery disease",NA,NA,NA
"2004-001979-18-ES","2004-001979-18",TRUE,TRUE,NA,"Tratamiento de la Diabetes Mellitus Tipo 2",NA,NA,NA
"2004-002007-33-AT","2004-002007-33",TRUE,TRUE,NA,"Alzheimer Disease",NA,NA,NA
"2004-002036-25-BE","2004-002036-25",TRUE,FALSE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2004-002136-25-ES","2004-002136-25",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2004-002159-16-BE","2004-002159-16",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2004-002160-22-ES","2004-002160-22",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus Chronic Renal Insufficiency MedDRA classification code:  10050441",NA,NA,NA
"2004-002236-26-IT","2004-002236-26",TRUE,NA,NA,"Primary Hypercholesterolemia",NA,NA,NA
"2004-002245-12-DE","2004-002245-12",TRUE,FALSE,"Diseases C - Cancer C04","Uveal melanomas with specific hepatic tropism",NA,NA,NA
"2004-002267-24-ES","2004-002267-24",TRUE,FALSE,NA,"Renal transplantation",NA,NA,NA
"2004-002466-38-CZ","2004-002466-38",TRUE,TRUE,NA,"Diabetes mellitus",NA,NA,NA
"2004-002530-20-CZ","2004-002530-20",TRUE,TRUE,NA,"Painful diabetic neuropathy",NA,NA,NA
"2004-002549-11-FI","2004-002549-11",FALSE,FALSE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2004-002550-56-DE","2004-002550-56",TRUE,TRUE,NA,"Men or women diagnosed with type 2 diabetes and treated with diet alone or on treatment with a single oral anti diabetic agent or low doses of two agents, and with diabetic dyslipidaemia ie low HDL-C.",NA,NA,NA
"2004-002644-10-ES","2004-002644-10",TRUE,TRUE,NA,"Diabetes Mellitus II",NA,NA,NA
"2004-002661-21-ES","2004-002661-21",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2004-002731-62-IT","2004-002731-62",TRUE,FALSE,NA,"TYPE 2 DIABETES MELLITUS",NA,NA,NA
"2004-002757-31-SE","2004-002757-31",TRUE,TRUE,NA,"Type 2 Dibetes",NA,NA,NA
"2004-002778-50-BE","2004-002778-50",TRUE,NA,NA,"Type 2 diabetes",NA,NA,NA
"2004-002940-82-IT","2004-002940-82",TRUE,NA,NA,"Type 2 Diabetes",NA,NA,NA
"2004-002974-48-BE","2004-002974-48",TRUE,FALSE,NA,"TRANSPLANTATION, NOS","183 / 177 / 179",241,"35 / 35 / 29"
"2004-003000-37-BE","2004-003000-37",TRUE,TRUE,NA,"Hypercholesterolemia in patients with Type II Diabetes",NA,NA,NA
"2004-003840-22-FI","2004-003840-22",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2004-004090-29-ES","2004-004090-29",TRUE,TRUE,"Diseases C - Nutritional and Metabolic Diseases C18","atherosclerosis in Type 2 Diabetes Mellitus patients with cardiovascular disease",NA,NA,NA
"2004-004094-28-DE","2004-004094-28",TRUE,TRUE,NA,"healthy subjects without prior history of MI, stroke or arterial revascularization who, on initial screening, are found to have LDL.C levels below 130 mg/dL 3.36 mmol/L and CRP levels equal to or exceeding 2.0 mg/L",NA,NA,NA
"2004-004374-90-SE","2004-004374-90",TRUE,TRUE,NA,"Men or women who are 18 years of age or more at enrolment visit 1. The patients should be drug-nave with Type 2 diabetes and not on anti-diabetic treatment during the recent 24 weeks.",NA,NA,NA
"2004-004559-21-ES","2004-004559-21",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2004-004696-11-ES","2004-004696-11",FALSE,NA,NA,"Moderately severe or severe non-proliferative diabetic retinopathy NPDR or low risk proliferative diabetic retinopathy",NA,NA,NA
"2004-004794-28-ES","2004-004794-28",TRUE,TRUE,NA,"Hypertension",NA,NA,NA
"2004-004881-34-DE","2004-004881-34",TRUE,TRUE,NA,"Patients with Type 2 diabetes not treated by a pharmacological agent.",NA,NA,NA
"2004-004918-17-ES","2004-004918-17",FALSE,FALSE,NA,"Alzheimers disease",NA,NA,NA
"2004-004996-12-BE","2004-004996-12",TRUE,TRUE,NA,"Diabetic macular Edema",NA,NA,NA
"2004-004997-10-IT","2004-004997-10",TRUE,TRUE,"Diseases C - Eye Diseases C11","diabetic macular edema",NA,NA,NA
"2004-005024-40-DK","2004-005024-40",TRUE,TRUE,NA,"Painful Diabetic Neuropathy",NA,NA,NA
"2004-005045-35-SE","2004-005045-35",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2004-005243-97-BE","2004-005243-97",FALSE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2005-000093-50-ES","2005-000093-50",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2005-000407-34-NO","2005-000407-34",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2005-000473-22-SK","2005-000473-22",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2005-000517-36-BE","2005-000517-36",NA,FALSE,NA,"maintenance of liver transplant",NA,NA,NA
"2005-000566-40-HU","2005-000566-40",TRUE,FALSE,NA,"Patients with type 1 diabetes mellitus and many patients with type 2 diabetes mellitus require daily use of insulin for the maintenance of normal glucose homeostasis.  At present, insulin can be delivered only by injection.  The availability of noninjectable routes of insulin administration may eliminate a barrier to effective therapy and improve the quality of life for many patients with diabetes.",NA,NA,NA
"2005-000715-98-BE","2005-000715-98",TRUE,TRUE,NA,"atrial fibrillation/atrial flutter",NA,NA,NA
"2005-000899-40-IT","2005-000899-40",TRUE,TRUE,"Diseases C - Hormonal diseases C19","previous gestational diabetes GDM and altered glucose metabolism in the post-partum period Impaired Fasting Glucose or Impaired Gluocse Tolerance",NA,NA,NA
"2005-000900-15-ES","2005-000900-15",TRUE,TRUE,NA,"Diabetic Macular Edema DME, is the most common cause of visual impairment in patients with diabetic retinopathy DR. It is the accumulation of extracellular fluid in the retinal tissues of the macula and is a microvascular complication of diabetes. In this study patients will have macular edema that meets the Early Treatment Diabetic Retinopathy Study ETDRS criteria for clinically significant macular edema CSME, but patients with imminently vision threatening macular edema are excluded.",NA,NA,NA
"2005-000904-15-DE","2005-000904-15",TRUE,TRUE,NA,"Type 1 diabetes, recently diagnosed",NA,NA,NA
"2005-000976-42-ES","2005-000976-42",TRUE,FALSE,NA,"Type 2 diabetes",NA,NA,NA
"2005-001038-34-DE","2005-001038-34",TRUE,TRUE,NA,"Type II Diabetes Mellitus and Combined Dyslipidemia",NA,NA,NA
"2005-001059-39-BE","2005-001059-39",TRUE,TRUE,NA,"Primary Hyperlipidermia","9067 / 9077",1425,"347 / 325"
"2005-001373-97-DE","2005-001373-97",FALSE,NA,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2005-001460-32-BE","2005-001460-32",TRUE,TRUE,NA,"Diabetic Macular Edema DME",NA,NA,NA
"2005-001613-17-DE","2005-001613-17",TRUE,TRUE,NA,"Type 2 Diabetic Patients Inadequately Controlled with Insulin",NA,NA,NA
"2005-002115-24-ES","2005-002115-24",FALSE,FALSE,NA,"Diabetes tipo II",NA,NA,NA
"2005-002199-14-ES","2005-002199-14",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2005-002313-21-DE","2005-002313-21",TRUE,TRUE,NA,"Treatment of patients with primary dyslipidaemia currently taking simvastatin 20mg or 40mg",NA,NA,NA
"2005-002316-24-DE","2005-002316-24",TRUE,TRUE,NA,"Treatment of patients with primary dyslipidaemia",NA,NA,NA
"2005-002546-20-PT","2005-002546-20",TRUE,TRUE,"Diseases C - Cancer C04","For active immunization of girls and women from 10 years of age onwards for the prevention of persistent human papillomavirus HPV infections and related clinical outcomes cytological abnormalities and pre-cancerous lesions caused by oncogenic HPV types 16 and 18.","2881 / 2871",4273,"13 / 5"
"2005-002590-73-ES","2005-002590-73",TRUE,TRUE,NA,"Type I Diabetes",NA,NA,NA
"2005-002607-17-BE","2005-002607-17",TRUE,TRUE,NA,"Male hypogonadism is generally characterised by abnormally low serum testosterone levels. Symptoms include changes in mood, decreased bone mineral density, increased body fat, decreased muscle mass and strength and sexual dysfunction. A number of conditions can also be associated with decreased testosterone production including metabolic syndrome, type II diabetes mellitus, atherosclerosis, myocardial infarction and chronic heart failure",NA,NA,NA
"2005-002765-37-BE","2005-002765-37",TRUE,FALSE,"Diseases C - Cancer C04","Supradiaphragmatic stage I/II Hodgkins lymphoma","227 / 238 / 292 / 302 / 192 / 169 / 185 / 320 / 21",33,"0 / 3 / 10 / 6 / 18 / 7 / 0 / 1 / 3"
"2005-002778-30-ES","2005-002778-30",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2005-002817-19-BE","2005-002817-19",TRUE,TRUE,NA,"Prevention of cytomegalovirus CMV disease in kidney transplant recipients",NA,NA,NA
"2005-002920-32-DE","2005-002920-32",TRUE,FALSE,NA,"prophylaxis of organ rejections in adult patients after liver transplantation",NA,NA,NA
"2005-002942-20-BE","2005-002942-20",TRUE,TRUE,NA,"Patients with abdominal obesity at increased risk for cardiovascular events myocardial infarctio, stroke and cardiovascular death",NA,NA,NA
"2005-003270-14-DE","2005-003270-14",TRUE,TRUE,NA,"Study in patients with mixed dyslipidemia at risk of cardiovascular disease not adequately controlled by 20 mg simvastatin alone",NA,NA,NA
"2005-003281-41-IE","2005-003281-41",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2005-003414-15-IT","2005-003414-15",TRUE,TRUE,NA,"Diabetes Mellitus",NA,NA,NA
"2005-003415-71-IT","2005-003415-71",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2005-003417-32-BE","2005-003417-32",TRUE,TRUE,NA,"Diabetes Mellitus",NA,NA,NA
"2005-003434-18-BE","2005-003434-18",TRUE,FALSE,NA,"Older women 66 years of age or older with histologically proven, resected breast cancer. The disease must be classified as endocrine nonresponsive and patients must not be candidates for endocrine therapy or for an adjuvant chemotherapy program which includes a standard anthracycline-containing chemotherapy regimen.",NA,NA,NA
"2005-003504-11-ES","2005-003504-11",TRUE,FALSE,NA,"Type 2 diabetes mellitus",NA,NA,NA
"2005-003714-15-DE","2005-003714-15",TRUE,NA,NA,"Es geht um keine therapeutische Fragestellung. In dem geplannten Versuche sollen die Effekte des Glukagons i.m/i.v. auf die GH-, Cortisol-, Insulin-, Glukose-, Ghrelin-, GLP-1-, IGFBP-1- und Katecholamine-Konzentrationen in Gesunden sowie in den Typ 1 Diabetikern untersucht werden.",NA,NA,NA
"2005-003894-26-ES","2005-003894-26",TRUE,TRUE,NA,"Prevention of Stroke and Systemic Embolism in patients with Atrial Fibrillation",NA,NA,NA
"2005-004188-50-DE","2005-004188-50",FALSE,NA,NA,"Diabetic Peripheral Neuropathic Pain",NA,NA,NA
"2005-004250-28-BE","2005-004250-28",TRUE,NA,NA,"COMPLICATED SKIN AND SKIN STRUCTURE INFECTION",NA,NA,NA
"2005-004411-29-DE","2005-004411-29",TRUE,TRUE,NA,"Smoking Cessation",NA,NA,NA
"2005-004598-20-IT","2005-004598-20",TRUE,FALSE,NA,"Secondary prevention of myocardial infarction.",NA,NA,NA
"2005-004667-36-ES","2005-004667-36",TRUE,TRUE,NA,"Diabetes mellitus Tipo 2 Type II diabetes mellitus.",NA,NA,NA
"2005-004668-22-ES","2005-004668-22",TRUE,TRUE,NA,"Diabetes mellitus tipo 2 Type II diabetes mellitus.",NA,NA,NA
"2005-004669-40-ES","2005-004669-40",TRUE,TRUE,NA,"Diabetes mellitus tipo 2 Type II diabetes mellitus.",NA,NA,NA
"2005-004670-24-CZ","2005-004670-24",TRUE,TRUE,NA,"Type II Diabetes mellitus.",NA,NA,NA
"2005-004671-38-ES","2005-004671-38",TRUE,TRUE,NA,"Diabetes mellitus Tipo 2 Type II diabetes mellitus.",NA,NA,NA
"2005-004672-20-CZ","2005-004672-20",TRUE,FALSE,NA,"Type II diabetes mellitus.",NA,NA,NA
"2005-004695-20-DE","2005-004695-20",TRUE,FALSE,NA,"Prevention of cytomegalovirus CMV disease in kidney transplant recipients","151 / 148",66,"17 / 14"
"2005-004798-60-DE","2005-004798-60",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2005-005093-70-ES","2005-005093-70",TRUE,TRUE,NA,"Hypercholesterolaemia",NA,NA,NA
"2005-005378-58-ES","2005-005378-58",TRUE,FALSE,NA,"Diabetes Mellitus",NA,NA,NA
"2005-005448-21-ES","2005-005448-21",TRUE,FALSE,NA,"Diabetes Mellitus tipo 2",NA,NA,NA
"2005-005749-20-HU","2005-005749-20",FALSE,NA,NA,"essentialis hypertnia",NA,NA,NA
"2005-005788-27-ES","2005-005788-27",TRUE,TRUE,NA,"Neuropata diabtica distal dolorosa Painful distal diabetic neuropathy",NA,NA,NA
"2005-006041-16-DE","2005-006041-16",TRUE,TRUE,NA,"Combined Dyslipidemia and Type II Diabetes Mellitus",NA,NA,NA
"2005-006060-63-DE","2005-006060-63",TRUE,TRUE,NA,"Patients with type 2 diabetes mellitus and dyslipidemia",NA,NA,NA
"2005-006164-59-GB","2005-006164-59",TRUE,NA,NA,"Type 2 Diabetes",NA,NA,NA
"2006-000006-23-DE","2006-000006-23",TRUE,TRUE,NA,"Type 2 Diabetes Mellitus",NA,NA,NA
"2006-000051-18-FR","2006-000051-18",TRUE,FALSE,NA,"Type I Diabetes","177 / 170",16,"0 / 0"
"2006-000192-14-ES","2006-000192-14",TRUE,TRUE,NA,"Subjects with coronary atherosclerosis who require PCI with or without stent. Sujetos con ateroesclerosis coronaria que precisan una ICP con o sin stent",NA,NA,NA
"2006-000247-26-ES","2006-000247-26",TRUE,NA,NA,"Diabetes Tipo 2 Este estudio paralelo incluye 3 grupos de tratamiento: pacientes que siguen con un rgimen intensificado de insulina glargina, pacientes que interrumpen la insulina glargina una vez al da e inician la IHPI con las comidas y pacientes que continan con la insulina glargina una vez al da, pero aaden IHPI con las comidas.",NA,NA,NA
"2006-000497-80-BE","2006-000497-80",TRUE,NA,NA,"Male or female nonsmoking patients 18 years of age or older who have had type 1 diabetes mellitus for at least 24 months at study entry and are taking at least 2 or 3 preprandial injections per day for at least 2 months, have FEV1 and DLCO 70 predicted, and have an HbA1c less or equal 11.0 at screening.",NA,NA,NA
"2006-000515-15-GR","2006-000515-15",TRUE,TRUE,NA,"Study in patients with mixed dyslipidemia at risk of cardiovascular disease not adequately controlled by 40 mg pravastatin alone.",NA,NA,NA
"2006-000519-21-DE","2006-000519-21",TRUE,TRUE,NA,"Study in patients with mixed dyslipidemia at risk of cardiovascular disease not adequately controlled by 10 mg atorvastatin alone",NA,NA,NA
"2006-000658-27-BE","2006-000658-27",TRUE,TRUE,NA,"non-ST and ST elevation acute coronary syndromes ACS",NA,NA,NA
"2006-000694-30-EE","2006-000694-30",TRUE,TRUE,NA,"Type II Diabetes Mellitus",NA,NA,NA
"2006-000725-54-IT","2006-000725-54",TRUE,TRUE,NA,"Type 2 diabetes and metabolic syndrome  IDF definition",NA,NA,NA
"2006-000796-15-ES","2006-000796-15",TRUE,FALSE,NA,"Diabetes tipo 2",NA,NA,NA
"2006-000924-15-DE","2006-000924-15",TRUE,TRUE,NA,"Patients with type 2 diabetes mellitus and dyslipidemia not appropriately controlled with a statin",NA,NA,NA
"2006-001138-42-ES","2006-001138-42",TRUE,TRUE,NA,"Type 2 Diabetes",NA,NA,NA
"2006-001218-34-SE","2006-001218-34",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2006-001219-31-DE","2006-001219-31",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2006-001240-30-BE","2006-001240-30",TRUE,TRUE,NA,"Diabetes mellitus non insulino dependant",NA,NA,NA
"2006-001246-13-ES","2006-001246-13",TRUE,TRUE,NA,"Locally advanced or metastatic renal clear cell adenocarcinoma",NA,NA,NA
"2006-001335-22-IT","2006-001335-22",TRUE,TRUE,NA,"Type 2 Diabetes mellitus",NA,NA,NA
"2006-001392-37-AT","2006-001392-37",TRUE,TRUE,NA,"type 2 diabetes mellitus",NA,NA,NA
"2006-001598-10-GB","2006-001598-10",TRUE,TRUE,NA,"Diabetic Neuropathy",NA,NA,NA
"2006-001599-18-BE","2006-001599-18",TRUE,TRUE,NA,"complicated skin and skin structure Infections",NA,NA,NA
"2006-001885-17-DK","2006-001885-17",TRUE,TRUE,NA,"Cardiovascular disease: History of myocardial infarction or cerebrovascular atherosclerotic disease history of presumed ischaemic stroke, transient ischaemic attack or carotid revascularisation or peripheral arterial disease i.e. intermittent claudication or history of revascularisation or diabetes mellitus with any of the above or with other evidence of symptomatic coronary heart disease.",NA,NA,NA
"2006-001898-25-ES","2006-001898-25",TRUE,TRUE,NA,"Resistant hypertension La hipertensin arterial resistente",NA,NA,NA
"2006-002147-91-BE","2006-002147-91",TRUE,TRUE,NA,"ARRHYTHMIA THROMBOSIS",NA,NA,NA
"2006-002257-76-BE","2006-002257-76",TRUE,TRUE,NA,"Subjects with diabetes with a qualifying foot infection.",NA,NA,NA
"2006-002271-41-DE","2006-002271-41",TRUE,TRUE,NA,"Patients with Type 2 Diabetes mellitus and HbA1c  6,5, but  8,5 and/ or fasting plasma glucose  7 mmol/l will be eligible for the study",NA,NA,NA
"2006-002466-19-ES","2006-002466-19",TRUE,TRUE,NA,"Diabetes tipo 2",NA,NA,NA
"2006-002478-23-FR","2006-002478-23",FALSE,FALSE,NA,"Type 1 Diabetes","146",232,"0"
"2006-002488-20-IT","2006-002488-20",TRUE,TRUE,NA,"diabetes",NA,NA,NA
"2006-002616-96-ES","2006-002616-96",TRUE,TRUE,NA,"Hipercolesterolemia familiar heterocigota HFHe","42 / 44 / 44 / 46 / 173",12,"0 / 0 / 0 / 0 / 0"
"2006-002794-51-DE","2006-002794-51",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2006-002809-31-BE","2006-002809-31",TRUE,TRUE,NA,"Acute Coronary Syndrome",NA,NA,NA
"2006-002848-28-FR","2006-002848-28",TRUE,FALSE,NA,"Patients with type 2 diabetes T2DM and dyslipidemia.",NA,NA,NA
"2006-002951-33-ES","2006-002951-33",TRUE,TRUE,"Body processes G - Metabolic Phenomena G03","Patients with abdominal obesity, with type 2 diabetes mellitus or dyslipidaemia, with or without other cardiometabolic risk factors.",NA,NA,NA
"2006-002999-17-BE","2006-002999-17",TRUE,FALSE,NA,"Male or non pregnant female nonsmoking patients, 18 years of age or older: have had type 2 diabetes mellitus for at least 6 months, and have been treated with one or more oral antihyperglycemic medications for at least 6 weeks 12 weeks for thiazolidinediones TZDs, and are insulin-nave as defined in the protocol, have HbA1c 7.0 and 10.5, and FEV1 and DLCO 70 of predicted value",NA,NA,NA
"2006-003107-39-DE","2006-003107-39",TRUE,TRUE,NA,"Hypercholesterolemia",NA,NA,NA
"2006-003132-29-BE","2006-003132-29",TRUE,FALSE,NA,"postherpetic neuralgia and painful diabetic polyneuropathy",NA,NA,NA
"2006-003547-23-BE","2006-003547-23",TRUE,TRUE,NA,"Resistant hypertension",NA,NA,NA
"2006-003604-19-BE","2006-003604-19",TRUE,TRUE,NA,"ULCERATIVE COLITIS,NOS",NA,NA,NA
"2006-003771-12-DE","2006-003771-12",TRUE,TRUE,NA,"Type II Diabetes",NA,NA,NA
"2006-003935-56-ES","2006-003935-56",TRUE,TRUE,NA,"Subjects with coronary atherosclerosis excluding ST segment-elevation MI STEMI who require PCI with or without stent. Sujetos con ateroesclerosis coronaria excluyendo el IM por elevacin del segmento ST STEMI que necesiten una ICP con o sin endoprtesis vascular Stent",NA,NA,NA
"2006-004111-22-BE","2006-004111-22",TRUE,TRUE,NA,"Cushings disease is rare disease that is caused by an adrenocorticotropic hormone ACTH secreting pituitary adenoma. The elevated ACTH secreted by these tumors stimulates the adrenal glands to produce excess cortisol, leading to the subsequent development of the clinical signs and symptoms of hypercortisolism. Cushings disease is associated with severe morbidity and premature mortality and most commonly affects adults aged 20-50, primarily females","82 / 80",6,"0 / 0"
"2006-004455-37-DE","2006-004455-37",TRUE,TRUE,NA,"Patients with Type 2 Diabetes mellitus HbA1c  6.5 and /  9 and diabetic dylipidemia inefficiently treated with Metformin monotherapy maximal individually tolerated dose will be eligible for this trial.",NA,NA,NA
"2006-004467-65-DE","2006-004467-65",TRUE,TRUE,NA,"nephropathy after renal transplantation in patients with type 2 diabetes",NA,NA,NA
"2006-004595-13-BE","2006-004595-13",TRUE,TRUE,NA,"Prevention of Stroke and Non-CNS Systemic Embolism in Non-Valvular Atrial Fibrillation",NA,NA,NA
"2006-004623-12-BE","2006-004623-12",TRUE,FALSE,NA,"Type 2 diabetes",NA,NA,NA
"2006-004702-56-ES","2006-004702-56",TRUE,TRUE,NA,"Adult Patients in Chronic  Dialysis APCD  Pacientes Adultos en Dilisis Crnica PADC",NA,NA,NA
"2006-004733-15-DE","2006-004733-15",TRUE,TRUE,NA,"Type I diabetes",NA,NA,NA
"2006-004861-33-ES","2006-004861-33",TRUE,FALSE,NA,"Diabetes tipo 1",NA,NA,NA
"2006-004888-54-ES","2006-004888-54",TRUE,TRUE,NA,"Enfermedad de Alzheimer Alzheimers Disease",NA,NA,NA
"2006-004942-18-BE","2006-004942-18",TRUE,TRUE,NA,"sleep maintenance insomnia",NA,NA,NA
"2006-005047-28-DE","2006-005047-28",TRUE,TRUE,NA,"The current study will support an indication for rivoglitazone as oral monotherapy to improve glycemic control in subjects with type 2 diabetes mellitus not adequately controlled with diet and exercise alone.",NA,NA,NA
"2006-005051-15-BE","2006-005051-15",TRUE,TRUE,NA,"type II Diabetes mellitus",NA,NA,NA
"2006-005101-64-IT","2006-005101-64",TRUE,TRUE,NA,"type 2 diabetes",NA,NA,NA
"2006-005192-18-DE","2006-005192-18",TRUE,TRUE,NA,"Obesity",NA,NA,NA
"2006-005283-47-DE","2006-005283-47",TRUE,TRUE,NA,"Complicated Skin and Skin Structure Infections cSSSI",NA,NA,NA
