"id","eudractNumber","randomised","double_blind","therapeutic_area","condition_is_diabetes","subjects_exposed_total","nonserious_ae_count","deaths_total","mortality_percent","condition_text"
"2012-005563-27-ES","2012-005563-27",1,0,"Body processes G - Metabolic Phenomena G03",0,203,59,80,39.4088669950739,"Alcohol-induced liver decompensation AILD"
"2013-000123-13-BE","2013-000123-13",0,0,"Diseases C - Cancer C04",0,101,62,2,1.98019801980198,"TO INVESTIGATE THE AT HOME ADMINISTRTATION  OF TRASTUZUMAB SUBCUTANEOUS VIAL FOR THE TREATMENT OF PATIENTS WITH HER2-POSITIVE EARLY BREAST CANCER."
"2013-000829-31-NL","2013-000829-31",0,0,"Diseases C - Cancer C04",0,125,484,2,1.6,"HER2-positive early breast cancer"
"2013-000918-37-BE","2013-000918-37",1,1,"Diseases C - Immune System Diseases C20",0,354,51,62,17.5141242937853,"Thrombocytopenic patients with myelodysplastic syndromes"
"2013-001161-16-IT","2013-001161-16",0,0,"Diseases C - Cancer C04",0,228,28,7,3.07017543859649,"EARLY AND LOCALLY ADVANCED HER2-POSITIVE BREAST CANCER"
"2013-001352-34-ES","2013-001352-34",1,1,"Diseases C - Cancer C04",0,702,256,112,15.954415954416,"Metastatic Breast Cancer"
"2013-001744-65-BE","2013-001744-65",1,1,"Diseases C - Digestive System Diseases C06",0,158,2,0,0,"Mild to Moderate Ulcerative Colitis"
"2013-003858-25-ES","2013-003858-25",1,1,"Diseases C - Virus Diseases C02",0,337,9,7,2.07715133531157,"Hepatitis C"
"2013-004837-34-GB","2013-004837-34",0,0,"Diseases C - Cancer C04",0,22,21,4,18.1818181818182,"Lung Cancer"
"2014-001458-40-BE","2014-001458-40",0,0,"Diseases C - Cancer C04",0,412,2791,87,21.1165048543689,"HER2POSITIVE METASTATIC OR LOCALLY RECURRENT ADVANCED BREAST CANCER"
"2014-001496-31-BE","2014-001496-31",1,0,"Diseases C - Virus Diseases C02",0,184,26,1,0.543478260869565,"Hepatitis C Infection"
"2014-002568-33-DE","2014-002568-33",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,777,37,0,0,"Diabetes Mellitus, Type 1"
"2014-003438-20-BE","2014-003438-20",1,0,"Diseases C - Cancer C04",0,254,106,162,63.7795275590551,"Platinum Sensitive Relapsed Ovarian Cancer"
"2014-003836-38-ES","2014-003836-38",1,0,"Diseases C - Virus Diseases C02",0,255,16,0,0,"Hepatitis C"
"2015-000380-13-BE","2015-000380-13",1,0,"Diseases C - Cancer C04",0,618,143,468,75.7281553398058,"Metastatic or Locally Advanced HER2-positive Breast Cancer"
"2015-001047-36-DE","2015-001047-36",1,1,"Diseases C - Nutritional and Metabolic Diseases C18",1,1025,193,0,0,"Diabetes Mellitus, Type 1"
"2015-002478-19-ES","2015-002478-19",1,1,"Diseases C - Cardiovascular Diseases C14",0,128,14,0,0,"hereditary angioedema"
"2015-002868-17-ES","2015-002868-17",1,0,"Diseases C - Cardiovascular Diseases C14",0,2466,106,232,9.40794809407948,"Secondary Prevention of Major Cardiovascular Events cardiovascular death, nonfatal myocardial infarction, nonfatal ischemic stroke, and urgent revascularization in post MI cohort."
"2015-003594-14-BE","2015-003594-14",1,1,"Diseases C - Cancer C04",0,428,174,300,70.0934579439252,"Dedifferentiated Liposarcoma DDLS"
"2016-001432-35-BE","2016-001432-35",1,1,"Diseases C - Cancer C04",0,889,456,763,85.8267716535433,"Triple-Negative Breast Cancer"
"2016-002320-83-BE","2016-002320-83",1,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,15,208,0,0,"Early onset pro-opiomelanocortin deficiency obesity"
"2016-002453-38-BE","2016-002453-38",1,0,"Diseases C - Cancer C04",0,167,85,117,70.059880239521,"Metastatic breast cancer with stable brain metastases"
"2016-004340-11-BE","2016-004340-11",1,0,"Diseases C - Cancer C04",0,168,22,92,54.7619047619048,"mRNA FGF receptor 1 and 3 positive locally advanced or metastatic urothelial carcinoma progressed after prior platinum-containing chemotherapy"
"2017-001994-18-BE","2017-001994-18",1,0,"Diseases C - Cancer C04",0,425,113,275,64.7058823529412,"breast tumours"
"2017-002005-36-DE","2017-002005-36",0,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,15,245,1,6.66666666666667,"Early Onset Leptin Receptor LEPR Deficiency Obesity due to Bi-Allelic Loss-of-Function LEPR Genetic Mutation"
"2017-003170-13-FR","2017-003170-13",0,0,"Body processes G - Metabolic Phenomena G03",0,116,243,2,1.72413793103448,"Homozygous familial hypercholesterolemia"
"2018-000221-31-BE","2018-000221-31",1,0,"Diseases C - Cancer C04",0,599,140,229,38.2303839732888,"Unresectable/metastatic breast cancer with human epidermal growth factor receptor 2 HER2-positive expression"
"2018-000222-61-BE","2018-000222-61",1,0,"Diseases C - Cancer C04",0,518,144,169,32.6254826254826,"Unresectable/metastatic breast cancer with human epidermal growth factor receptor 2 HER2-positive expression"
"2018-000648-25-DE","2018-000648-25",0,0,"Diseases C - Nutritional and Metabolic Diseases C18",0,NA,NA,NA,NA,"Phenylketonuria PKU"
"2018-000740-25-IT","2018-000740-25",1,0,"Diseases C - Cancer C04",0,111,1,1,0.900900900900901,"Hepatocellular carcinoma"
"2018-001749-15-DE","2018-001749-15",1,1,"Diseases C - Immune System Diseases C20",0,146,8,0,0,"Peanut Allergy"
"2018-003069-33-BE","2018-003069-33",1,0,"Diseases C - Cancer C04",0,543,181,239,44.0147329650092,"Unresectable and/or metastatic breast cancer that is human epidermal growth factor receptor 2 HER2-low"
"2019-001931-30-NL","2019-001931-30",0,0,"Body processes G - Metabolic Phenomena G03",0,40,4,0,0,"Homozygous familial hypercholesterolemia"
"2020-002818-41-DE","2020-002818-41",1,1,"Diseases C - Cancer C04",0,96,4,9,9.375,"Locally advanced / metastatic breast cancer"
"2021-000398-10-BE","2021-000398-10",1,1,"Diseases C - Cancer C04",0,NA,NA,NA,NA,"Breast cancer"
"2021-003668-29-FR","2021-003668-29",1,1,"Diseases C - Congenital, Hereditary, and Neonatal Diseases and Abnormalities C16",0,53,4,0,0,"Congenital Adrenal Hyperplasia due to 21-hydroxylase deficiency"
"2004-000480-10-ES",NA,1,0,"Unknown",0,NA,NA,NA,NA,"Non-Hodgkins Lymphoma"
"2005-002084-85-DK",NA,1,0,"Unknown",0,NA,NA,NA,NA,"Patients with HER2 positive metastatic breast cancer and progression after previous treatment with trastuzumab"
"2005-002402-36-GB",NA,0,NA,"Unknown",0,NA,NA,NA,NA,"Alpha-1 Antitrypsin AAT deficiency"
"2005-003242-34-ES",NA,1,1,"Diseases C - Nervous System Diseases C10",0,NA,NA,NA,NA,"Secondary prevention of small subcortical strokes"
"2006-006130-17-BE",NA,1,0,"Unknown",0,NA,NA,NA,NA,"Patients 18 - 60 years old with newly diagnosed non-cutanous, non leukemic Peripheral T- cell lymphoma, except alk-protein positive and negative anaplastic large cell lymphoma."
"2011-005189-39-ES",NA,1,0,"Diseases C - Cancer C04",0,NA,NA,NA,NA,"HER 2 - positive metastatic breast cancer"
"2012-000550-60-AT",NA,1,1,"Diseases C - Congenital, Hereditary, and Neonatal Diseases and Abnormalities C16",0,NA,NA,NA,NA,"Autosomal dominant polycystic kidney disease ADPKD is a genetic disorder characterized by the development and uncontrolled proliferation of innumerable epithelial-lined cysts that stem from renal tubular cells, which compress and/or destroy vital renal tissue with a gradual decline in renal function, and terminal kidney failure with the need for renal reaplacement therapy. As yet, other than supportive care there is no viable therapy."
"2013-001870-38-ES",NA,1,1,"Diseases C - Respiratory Tract Diseases C08",0,NA,NA,NA,NA,"Pulmonary Emphysema due to Alpha-1-Antitrypsin Deficiency"
"2014-000259-99-BE",NA,1,0,"Diseases C - Cancer C04",0,NA,NA,NA,NA,"Recurrent and refractory Ewing sarcoma"
"2014-002249-22-DE",NA,1,0,"Diseases C - Cancer C04",0,NA,NA,NA,NA,"Patients with HER2-positive and hormone-receptor positive metastatic breast cancer"
"2019-002741-37-BE",NA,1,1,"Diseases C - Cancer C04",0,NA,NA,NA,NA,"HER2-positive advanced breast cancer"
"2020-005048-46-BE",NA,0,0,"Diseases C - Cancer C04",0,NA,NA,NA,NA,"Treatment of patients with HER2-positive breast cancer with or without brain metastasis"
"2021-000045-41-FR",NA,1,1,"Diseases C - Respiratory Tract Diseases C08",0,NA,NA,NA,NA,"Covid-19"
"2021-000291-11-AT",NA,0,0,"Diseases C - Virus Diseases C02",0,NA,NA,NA,NA,"Vaccination against SARS-CoV-2 in immunocompromised patients"
"2021-005120-38-FR",NA,1,1,"Diseases C - Eye Diseases C11",0,NA,NA,NA,NA,"Active Non-infectious Anterior Uveitis including Uveitic Glaucoma"
